,adrenal.gland,esophagus,testis,kidney,ovary,pancreas,prostate,liver,stomach,spleen,colon,lung
ENSG00000166589,NA,NA,NA,7.56408526512835,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000079112,NA,NA,NA,NA,NA,5.37030365812488,NA,NA,6.31378524608735,NA,7.77634948737296,NA
ENSG00000071991,NA,5.81250086716863,5.76126821767704,NA,NA,NA,5.43140221172239,NA,4.3031565834595,NA,6.12350354254284,NA
ENSG00000170558,5.9086672770788,NA,7.016281404755,5.90565675875798,NA,NA,NA,NA,NA,NA,NA,6.70359610008339
ENSG00000179776,NA,6.2910835314254,NA,NA,NA,5.21480003017891,4.69800562579595,5.57638803963695,NA,NA,5.65458376096782,5.14967807334003
ENSG00000113361,NA,4.68302960291592,NA,5.89403476047443,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000103502,6.56399102258615,6.24880111415491,6.45176851707574,6.70448871625466,7.16341931273003,5.59148840180909,7.19061048813759,6.84438555708337,6.06197202521234,5.79179928056897,6.72365320465216,6.73826384304757
ENSG00000170312,NA,6.65679477326823,NA,NA,NA,NA,NA,NA,5.36975028188546,NA,4.86028159745255,NA
ENSG00000123374,5.56885853771132,5.15510992554138,NA,NA,6.17662361236181,NA,6.0985934919848,NA,6.31582447746052,NA,NA,NA
ENSG00000135446,6.33471505346436,5.9045913050764,5.22352866718893,5.99170432313298,6.90035871155278,5.4206114069031,6.69281733972261,7.28999714177905,5.31131491964347,5.82987234489593,6.59963356876061,NA
ENSG00000164885,6.44290288241855,6.17705830627792,6.53306602071319,6.60042528694886,5.95688250838412,7.2536209422291,5.75671329078948,5.73648878537057,5.4425029192781,6.98228451694119,5.51421922736052,6.01554072206044
ENSG00000108465,6.57151085086611,6.65142099646445,6.78130096327615,6.10641990261685,6.05892026375103,6.8837420442323,6.62966551241305,6.35731347227907,6.79890369969918,6.58402109691489,6.67346861681697,6.46174553690199
ENSG00000105810,NA,5.08562122744837,6.3771968221047,NA,5.98736196570981,NA,NA,NA,5.82429703986296,5.43308030917153,5.54141086549892,NA
ENSG00000136807,5.58851820406527,4.6682065676949,NA,NA,NA,NA,NA,NA,5.57111823462098,NA,NA,NA
ENSG00000111276,6.51096034021741,NA,NA,NA,6.69362227887484,NA,NA,NA,NA,NA,NA,NA
ENSG00000147889,5.1778538085223,5.44706885194002,NA,NA,NA,NA,NA,6.86564869413248,5.41904563634085,NA,NA,NA
ENSG00000168564,NA,4.63482256274405,NA,NA,5.68609453017009,NA,NA,4.38509184529575,4.82834940022916,4.65943236248319,NA,NA
ENSG00000237190,NA,NA,5.72664579413823,NA,5.89903084663328,NA,5.82063358230382,NA,NA,5.80160338619126,NA,NA
ENSG00000123080,6.15408906901442,5.75522622364666,5.85959077972331,NA,6.6522435989026,6.18403514262333,6.56324815775394,5.40460957155382,5.81831895888025,NA,6.34478592989224,NA
ENSG00000129596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.80871969704309
ENSG00000101290,4.59411619371201,NA,NA,NA,4.20971907835027,NA,6.52963135470006,NA,NA,NA,5.89805110177125,NA
ENSG00000091527,6.6464821470398,6.38157252566845,6.34699159069783,NA,6.79076298643305,NA,5.94710536448373,6.54115930451726,6.02700188863665,6.39610757699944,NA,6.22104403647417
ENSG00000079385,5.1536624535755,5.78997751585794,NA,5.54529159550724,NA,5.67750372586947,NA,5.96845164507961,5.68359752144024,6.04066736572375,5.31887656801818,6.52811770318582
ENSG00000105388,NA,6.33493053809903,NA,NA,NA,6.19890815917801,NA,7.20010996873096,6.41966215253094,NA,6.6377367406878,NA
ENSG00000086548,NA,6.01476210325037,NA,NA,NA,6.68390014516093,NA,7.8126935203771,NA,NA,5.46919039240965,NA
ENSG00000124469,NA,4.78935602833131,NA,NA,NA,5.55941814316734,NA,5.23565320288252,5.6442948506669,6.72240822772516,NA,5.06101968683034
ENSG00000093072,NA,NA,NA,NA,NA,6.06897647188231,NA,NA,NA,6.00999765649897,6.08230181858703,NA
ENSG00000069998,7.20422854270696,6.29925123090354,6.8149010488105,6.85511163000283,6.04723189093438,6.05071059518641,6.3351936289844,6.26478243114654,6.79873786969427,6.81951701952757,6.23025061882875,NA
ENSG00000149187,5.72639300779276,5.43909538551376,4.6363063445618,5.68274287202479,NA,5.5797569275776,NA,4.85476287663913,5.86671944819687,5.94513183311361,NA,NA
ENSG00000048740,NA,5.41231525196869,6.08363926750648,NA,5.52826480763092,6.30490803513319,NA,6.60071116132602,5.1972608624264,6.96410969232021,NA,NA
ENSG00000166582,NA,NA,NA,5.81400407301133,5.4501188011302,NA,NA,NA,6.13631163472654,NA,NA,6.42581042546784
ENSG00000116198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.46640612979365
ENSG00000143702,5.92169167658398,NA,5.33039376880145,NA,5.13006609130282,NA,NA,NA,NA,NA,NA,NA
ENSG00000198707,NA,NA,NA,5.48642254929158,NA,NA,NA,2.94592626468609,NA,NA,5.4671809902724,4.23393351148379
ENSG00000134255,5.02783867818895,4.44526858018283,4.665142336954,NA,NA,5.53517644730276,NA,NA,5.16156293446276,NA,5.99796929946061,NA
ENSG00000143418,6.52772010103999,5.77932733514469,6.64494783314249,6.84874028878602,6.47006506991813,NA,NA,6.53658320365403,6.41659835818652,NA,6.32085079507438,7.52356190962585
ENSG00000172292,NA,4.87876442681783,NA,NA,NA,NA,NA,NA,5.15127230405357,NA,NA,NA
ENSG00000172831,7.29745409961907,7.20127109311283,5.8625184757553,7.83650980364129,NA,NA,NA,6.00509128558452,7.5979020815683,NA,7.49951455716263,8.54320418316824
ENSG00000172828,NA,NA,NA,NA,NA,NA,NA,NA,5.77659811627607,NA,6.06319221415769,5.7838526867964
ENSG00000147400,5.78611939042787,6.6348093129696,5.99679678874856,NA,6.60387893315719,6.06022782679541,6.47124586103479,4.86618744844681,6.21571190063957,6.03531016748379,6.54582600111301,NA
ENSG00000197766,6.26750025939327,6.81050731138898,6.35775060992042,6.51822102982532,6.14984758215401,7.40641124288798,7.55798350337486,5.72813048131188,6.85996207013057,6.13417256577587,6.72127802043136,NA
ENSG00000153774,NA,5.46351446151829,NA,NA,6.26279572336764,NA,NA,NA,NA,NA,NA,NA
ENSG00000000971,8.41763773965223,8.73378333906041,8.14824446451019,8.36173235817626,7.59778036458543,8.22314846166162,7.82321834166955,7.59652091024338,7.48523379170792,7.51660789281493,7.83701415585145,6.75377534695481
ENSG00000244414,6.2738111993994,6.89810735759074,5.1447744705442,7.23389441616707,6.49348155495749,6.6808106143366,7.22827815219465,5.72545213259208,6.37864306110995,6.31797713332746,7.13660401223842,NA
ENSG00000080910,5.6957967758903,6.37245692434795,NA,NA,5.64721145227597,NA,5.72444153955854,NA,4.97786500964345,5.85105148633744,5.98604492036206,NA
ENSG00000134389,5.68389317777525,NA,NA,5.25803446808932,NA,NA,NA,NA,NA,NA,5.41170060130723,NA
ENSG00000205403,6.54214046885592,6.94450390687511,7.77776876255978,6.86617690413197,6.56910794334938,7.20246437122752,7.21465600332105,6.55992918211511,6.52644236578624,6.24870359676765,6.93164660087491,5.96582534908733
ENSG00000172757,8.46305642808516,8.38062194913157,8.44332467451163,8.45497453858301,8.6026389473136,9.07110185741619,8.83761778623788,8.70791483982721,8.49888446855655,9.15947288311386,8.50799187525239,8.58909770217945
ENSG00000165410,7.49280228036477,7.26704006104702,7.26454951768698,7.15207800298452,7.02694127140844,7.01245575044492,8.11175449451501,6.42553205209424,7.0778687849758,6.80332004224292,7.65121997787255,7.80499127113971
ENSG00000126759,NA,6.06044335440127,NA,NA,NA,5.55247548343304,5.55518860610849,NA,NA,NA,5.88041676581896,NA
ENSG00000163320,5.00500882067237,6.7055573048792,NA,NA,6.87641747231498,5.8118229940106,7.41952127320594,5.54734934611859,5.22895242822049,NA,5.98164693675108,NA
ENSG00000143375,NA,NA,4.45452540030949,5.80501933693095,NA,4.96860909787089,NA,6.16234442457283,6.33696740479566,NA,6.08442245977933,6.51862409850632
ENSG00000128849,NA,NA,5.25191751138368,6.25057913741144,NA,NA,4.58001218983352,4.14659545659923,4.24492415625784,NA,NA,6.03155588803169
ENSG00000106554,5.55736281408965,6.33456036317575,5.32593601311683,6.98304131813791,5.96602512998752,6.15372909112191,6.06556221108019,6.72866631664439,5.40078928188565,NA,6.36376065440184,6.42006257497259
ENSG00000163528,6.43405766856386,NA,NA,5.60962538871388,5.72733913514893,NA,6.07123254232347,NA,NA,NA,NA,NA
ENSG00000125611,6.26119147205037,NA,5.57469915379356,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000159685,5.50908149462252,5.87674242348495,NA,NA,NA,NA,NA,5.79672858274909,NA,NA,5.85338114357423,6.22627036563779
ENSG00000170791,5.55294792358539,5.57289474695742,NA,NA,NA,NA,5.74647287851409,NA,NA,NA,6.02665589344606,NA
ENSG00000131778,5.01582063426207,4.9449387953081,5.24378562482368,NA,4.80607171920178,NA,NA,NA,5.13683709695871,4.973732731841,NA,NA
ENSG00000173575,NA,NA,NA,NA,NA,4.72512443851638,NA,NA,NA,5.29506376163142,NA,NA
ENSG00000111642,5.80568432411138,5.56621197708593,6.18030522628957,NA,5.99258657330334,5.45231451571606,NA,5.78490362277696,6.11607820301357,5.93530166039374,5.92275238593304,NA
ENSG00000016391,NA,NA,5.58342220943921,7.53903096866521,NA,5.57527075535635,NA,NA,6.54375809754789,NA,6.53976970812975,7.26138160219859
ENSG00000085872,5.38408447338256,5.37383652176681,5.65183000108919,NA,NA,NA,NA,5.41659424912611,5.45376028200728,NA,5.30115898715112,5.00949820838916
ENSG00000100604,6.78207111038568,NA,NA,NA,4.59595965689828,6.14375036861822,NA,NA,6.58364801916712,NA,6.74526644430502,NA
ENSG00000089199,6.44597762933435,NA,NA,NA,NA,NA,4.90642391668646,NA,NA,NA,NA,NA
ENSG00000133048,NA,NA,NA,6.91329187116228,NA,5.86001545485939,NA,5.88239286067288,5.52182485905497,6.70457794985983,NA,NA
ENSG00000064886,NA,NA,5.50516309068555,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000177830,7.20940776809638,6.19354445584726,7.5032137176963,6.50523536882709,7.3505749077776,6.7047262321593,6.95830392798639,6.97577040925584,7.07202501604386,7.60639506203147,6.45167846062783,6.16855999145921
ENSG00000133063,NA,NA,NA,5.46993796895181,NA,6.44778155939104,NA,NA,NA,6.29658365707891,NA,NA
ENSG00000100288,6.18689985656789,6.10330363014991,4.86752177842714,NA,6.3150259893127,6.17584566045188,6.59860319682106,6.01275892488898,6.15410769634428,6.73852002066667,NA,NA
ENSG00000134121,4.63435633606744,6.5929897688593,6.38904398037741,6.59567789698435,6.62587889604155,5.99772743385169,5.85476228358229,NA,6.15720038397002,NA,6.69218982613231,NA
ENSG00000188419,NA,NA,NA,NA,NA,NA,NA,5.26005072253719,5.62368629013159,NA,NA,NA
ENSG00000131165,5.55121814971696,6.33947899178023,5.82725214871002,NA,6.43777049725901,NA,6.23381278018065,6.23075988098414,5.63931210483684,6.40727183952836,NA,NA
ENSG00000255112,6.51152241253302,6.75063314255858,6.62311565438596,NA,6.92952016878118,6.52979115399055,6.56787860311431,6.40776023453089,NA,7.084212933906,5.81182724524436,6.20256423083555
ENSG00000130724,6.72295458981699,6.55576849396792,6.56745219593124,6.54200690957608,6.69274772798434,5.73801156546908,6.79274260077353,6.26005072253719,6.3322548208976,5.94984112375634,6.07404627121241,6.77163959353393
ENSG00000083937,5.78252278729839,6.13752442027235,5.02032852746997,NA,5.81909422751703,NA,6.34191446130982,NA,NA,NA,6.06770121105592,5.37740086532239
ENSG00000115561,6.53099325764341,6.82869664365114,6.56983982952381,6.31316547134119,6.42771386679666,6.74181692529432,6.96364811225584,6.36477932147372,6.27813707408207,6.6133569810593,6.35585191573344,6.00360273299971
ENSG00000254505,6.72301212042924,7.84780490159885,7.18178777336649,6.60836156226608,7.08476679311442,7.35674499779648,6.48170229518994,6.73192067293205,6.41981272346621,6.52737040457259,6.91231774345499,6.52250852321176
ENSG00000101421,6.64771541069155,7.27332918086024,6.68299686003079,6.45098829169421,6.82355743893833,6.44649549751233,6.65355007015642,7.08635212944862,6.34406398512619,NA,6.55803506979431,6.52205333124051
ENSG00000086065,6.29826343254011,6.52827668364673,6.53246966085322,NA,6.68281820842167,NA,6.39704538670891,NA,5.82838145345374,NA,6.12791699256443,NA
ENSG00000176108,5.89957976875161,6.35223622223798,5.8910358756279,5.68856314910395,6.47593954570929,NA,6.82136561855685,6.44324618232849,5.70033683462523,NA,6.67964316197584,6.42758953082946
ENSG00000147457,5.74042585500696,5.08671320324996,NA,NA,5.3988099811929,NA,NA,NA,NA,NA,5.36893505299537,NA
ENSG00000128656,4.40585839931764,NA,NA,NA,NA,NA,6.66558130840054,6.12602759458343,NA,NA,NA,NA
ENSG00000110172,6.52094182197806,5.72467445719353,5.80919647152176,5.83191065226697,6.49698832253397,6.24918055759111,6.47388366643101,6.20213078591979,6.56056821064485,6.59209646594158,5.39541980963001,NA
ENSG00000187446,5.8671904410213,6.23925436392389,5.61865291503199,6.81713698319825,5.71223182610847,NA,6.08805605663989,6.5319583711146,6.56098369934969,5.95092756761372,6.11605721106154,NA
ENSG00000123989,NA,NA,6.16492065101863,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000104472,NA,5.64628970673859,NA,NA,6.11379866495209,NA,NA,NA,NA,NA,NA,NA
ENSG00000101938,NA,NA,5.74570149267098,NA,NA,NA,5.43045751687776,NA,NA,NA,NA,NA
ENSG00000160679,4.72086187825513,NA,NA,4.96260753299914,NA,NA,NA,5.71222976219789,NA,6.00309424266344,6.13237771246549,NA
ENSG00000213341,5.51865868058308,5.17285628625021,6.14671299338779,NA,NA,NA,NA,5.31240585146007,5.43853613622443,4.99177451365552,NA,NA
ENSG00000144021,5.84925352708368,5.80926775931579,6.45295373328254,NA,NA,NA,NA,NA,NA,NA,6.02794015603368,5.82880051648468
ENSG00000005194,6.5654227574317,6.58561831941049,6.58370355333627,5.89529259451182,NA,6.14606337201594,5.6553129219992,5.88207701559585,6.3180964143204,6.37174080641427,6.64878461030089,NA
ENSG00000185043,NA,NA,4.59075763117938,5.25248727425859,NA,5.06841124888589,NA,6.04747562799043,5.96268453881572,5.17409256562362,NA,NA
ENSG00000136305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.95263971454239
ENSG00000099622,6.62889956442061,6.48888263025108,7.12515208050497,7.15568212725335,7.27326158525268,7.37281175473241,7.6558623489583,6.8502694685934,NA,6.95726163720025,6.54155975455448,6.3444066859442
ENSG00000122873,7.0934567074986,6.94077984123892,6.08622390884507,8.16045486248726,7.35388299768244,6.17077999006306,7.63062676019155,7.13578361874305,NA,NA,7.44873906205067,7.87272662879984
ENSG00000145354,6.60235304121004,5.18478248236496,6.91630363344799,7.09369085183684,6.50759782338445,6.08004220965949,6.89003705861215,7.2778298980035,5.53256587910089,6.49706221507297,NA,7.27167183181208
ENSG00000230055,6.47071912143916,NA,NA,6.46923326306616,NA,NA,5.75286569546261,5.77388797187256,NA,NA,5.51548566984695,7.36348957499619
ENSG00000136026,6.52680434380791,7.19266516859181,7.92411629442312,6.04458947505036,7.14821164340997,6.58667133533322,7.13626564825624,7.20403472275803,7.46811380147471,5.85285356408238,7.19200785937185,7.15344331200051
ENSG00000175216,5.9762399009826,5.59146982431023,6.34998868960524,4.65515168936925,6.05623737722119,5.33389661170507,5.312123729061,5.54769066400521,5.99596014082631,5.633811259659,5.38354605848697,NA
ENSG00000166165,8.11857553397273,8.74646254563758,8.31944305666509,7.77065490316276,7.78466255064976,8.02715944248516,9.44680897470478,6.66756344576839,8.66009902861067,7.33214799148994,8.6783355172373,NA
ENSG00000104879,5.62261807086801,5.92241033451223,NA,NA,5.30393000600819,NA,8.04270770529415,NA,5.97960324794822,NA,6.54905693668344,NA
ENSG00000131730,6.27508089845686,4.21964512341171,NA,5.35842878172018,NA,NA,6.85337075889965,NA,5.5700543557483,NA,4.54289746406795,NA
ENSG00000074054,NA,4.20083942457876,NA,NA,4.49296314591134,NA,4.86794938941932,NA,NA,4.69604229244897,4.17787083517169,NA
ENSG00000163539,NA,4.97838441593812,NA,NA,5.20401172787382,NA,4.41686383957249,NA,NA,5.45265131374349,5.33681170930488,NA
ENSG00000105205,6.5575914059685,NA,4.9141312201256,NA,5.70377335039311,7.00299645694842,NA,6.88983114881161,6.8204187560792,7.1030947686302,8.04172783333821,NA
ENSG00000121940,5.63608651510307,5.21805682889477,5.13778608221703,NA,NA,NA,NA,5.62256962589651,5.8074351477089,NA,NA,5.36551287440592
ENSG00000103249,4.90265004106879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000163347,5.98879521301127,6.16756536277705,6.85899433831637,NA,NA,5.51000402384376,NA,5.76834199642543,NA,NA,NA,6.32061211071864
ENSG00000165215,NA,NA,NA,NA,NA,NA,NA,6.67338016801069,NA,NA,7.05733047079253,NA
ENSG00000189143,NA,6.45611992744425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000181885,NA,5.44222391879422,NA,NA,NA,NA,NA,NA,5.83224783080027,NA,NA,NA
ENSG00000163815,7.04206334943216,7.58021308555696,6.95846325780949,7.36393118337559,7.51466380499387,7.86368754977657,7.66437153624276,6.67651929479607,6.71203611502937,6.10736923138445,7.4101722435239,6.06985812004413
ENSG00000182566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.08143057921191
ENSG00000104938,NA,NA,7.96120094951142,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000155962,6.37586471431181,6.81363469269481,5.97763129554631,6.47937952518465,7.37848698640692,7.20460886020069,6.96111340466239,7.19884216626537,6.49730733362938,7.51008681369132,6.79476642111737,6.29326974496536
ENSG00000169583,NA,8.11536635178293,NA,NA,5.32725867386216,NA,NA,7.22717232823619,6.24320108879449,5.84785871114887,NA,NA
ENSG00000169504,7.54326074759036,7.9155646191993,7.78664670811947,8.38140121902278,7.55979649829907,7.67564473228899,8.23033814355583,7.66165526166995,7.52246281991692,7.178787686832,7.88512582485226,7.50735791332923
ENSG00000112782,NA,NA,4.40518271918144,6.92700483518545,NA,5.36209625830735,NA,6.37133937756046,NA,6.6106366381112,6.04376530159374,NA
ENSG00000159212,NA,NA,NA,NA,6.10265703221281,4.93742407883699,5.52771799796133,6.18288126691693,6.64751499376811,NA,4.99201637762409,NA
ENSG00000113282,6.25076144797969,5.75290042260369,5.41677224722916,5.93108236473364,5.91746056827203,5.64487007578281,5.64653843669679,5.92670611768807,6.46750110071297,6.01424268859547,5.95538418982135,5.74868253683485
ENSG00000130779,5.9453750195529,6.64542425635961,5.94941869780865,5.8212416035535,5.10731272605986,5.44939411751487,6.06176200276609,5.60441961472538,5.780349444854,5.9606597039348,6.23801563383646,5.92488843948027
ENSG00000106665,5.30107342294084,4.55737091208893,5.42114059325375,NA,5.75264756197801,NA,5.21635872047864,NA,5.7950792650292,NA,5.73358136327598,NA
ENSG00000102805,6.07769486588659,NA,5.25413721106569,NA,NA,NA,NA,NA,5.12816497444373,6.28260477861474,NA,NA
ENSG00000128973,NA,5.85262197307769,NA,6.07445546469138,NA,NA,NA,6.65221823727941,5.83763076977676,NA,NA,NA
ENSG00000074201,6.25149221456958,6.74715872741724,6.16792427147957,6.34953925363694,6.59257267429159,6.59341814086431,5.50399713872257,6.38587076438293,6.23809448022263,6.54985780723768,6.43931006475949,6.61607627591616
ENSG00000162129,6.49494729275009,NA,NA,6.06862066453279,NA,NA,NA,5.8796554401109,5.88595719226552,NA,5.12571975210495,6.08248561304049
ENSG00000125656,7.0334639660774,6.16807019837417,6.01264537426614,6.87139997743848,6.09499667119938,NA,5.31245680253534,6.50653187045863,6.46786882488772,6.90585108448878,6.23687020422762,6.55709720347707
ENSG00000104853,5.6664618181544,6.12847848281429,5.93523826069495,6.13121186465676,5.38787831373078,NA,5.43176111759114,6.15861961330031,5.86943989176791,NA,5.83757396863133,6.56050210943845
ENSG00000049656,NA,4.45427655248134,5.65110126122623,4.90929199966553,5.16749236526491,NA,NA,6.19545534042915,6.25602035379963,NA,5.67994634951915,NA
ENSG00000166855,6.19581665827287,NA,4.87633583204843,NA,NA,NA,NA,NA,5.03910576958298,NA,NA,6.57503521856582
ENSG00000171603,NA,5.01422593374318,7.17011657538732,NA,4.8999441897289,NA,NA,NA,NA,NA,4.73617576831811,NA
ENSG00000122705,8.06854205982387,7.35537412866125,7.33458096687151,8.07190015281547,7.43935648885111,7.23931183452681,6.96998697403086,7.18303177618265,6.68520497397776,6.8935974413572,7.0665561226946,7.06832491010366
ENSG00000175416,7.33467486334015,7.66981087201144,6.43221483743169,7.17550773039328,6.93383770673478,6.83964788710559,7.50504742818706,7.18841566102346,6.99639574214859,6.65493496832016,7.32223927365177,6.77200066603241
ENSG00000141367,8.12247146319927,7.72208113052728,7.96284203201895,8.41314474769659,7.78203716134408,7.99472792407673,7.96020163563125,8.2743988823989,8.25339826600372,8.13071862007301,7.84331258048232,7.82479815237634
ENSG00000070371,4.67090421935868,4.28602533158126,4.17580642035689,5.35784683790717,5.51731421529162,NA,NA,5.45408242497113,NA,3.60306162867162,NA,NA
ENSG00000120885,7.47231754631684,7.84295021083198,8.50279762018958,7.84248150427513,7.89736528569674,8.0662127884734,8.19995000285033,7.29818310029213,7.39639168933247,6.9887437778873,7.83443028856626,6.96884005753489
ENSG00000132361,7.90982807336875,7.78578954017285,7.22028740465504,7.02552292061935,5.9149919126076,5.78662704103624,5.97049733512894,5.88812817619499,6.47104790084885,4.96076930174741,6.03079180865092,6.479821429431
ENSG00000125246,6.50815249331495,5.99836467563519,6.41030396257097,7.64610745812243,5.73635341740906,6.38854272198667,6.36818183887706,5.89421324584001,5.85614533309607,5.80229212582955,5.92840894309582,7.73614471386596
ENSG00000111726,7.0907164484811,6.18968436181877,7.18445576107548,NA,6.86824158961918,6.5898189536395,6.34009489590788,6.32359948573502,6.49634452678269,6.63375541980268,6.76273511920425,6.47812978650573
ENSG00000164237,7.56538731687552,6.9895737751404,7.11814323530399,8.51091437522017,7.74750577382842,7.34919580329585,7.44231185185888,7.33591634516257,7.48152154731917,6.62723823125228,7.64028211590129,8.58876051011641
ENSG00000187118,6.82797634382198,6.3975363199371,6.21936509289658,7.13507719388926,5.94836017454056,6.16263784273548,6.43322128734165,6.07331294124246,NA,6.54341982132351,6.09317932349279,7.05979111323891
ENSG00000103121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.64023467535485,NA
ENSG00000182712,NA,NA,5.66704343774476,NA,6.1549493487476,NA,6.22777817711498,NA,NA,NA,NA,6.40275686534071
ENSG00000162368,7.54986118847194,7.90424232255374,7.41949001586973,7.77149574462949,7.43036305908617,8.12338368009303,7.52749668260989,7.66453250816781,7.89521986313523,7.48379267380356,7.74936333011277,8.00999656149652
ENSG00000134326,4.38230527519331,5.25962243640523,NA,NA,NA,NA,5.89335473495783,NA,5.92685918352643,6.72878128893619,5.73202876963149,NA
ENSG00000091317,NA,NA,NA,NA,NA,NA,NA,6.2205286779816,NA,NA,NA,NA
ENSG00000137200,5.53441958649219,5.23003177261693,7.08914473153703,NA,6.15228999348675,5.18822708998843,5.03712928468828,5.00985385950703,5.19696375265216,6.1380074851788,4.51421922736052,NA
ENSG00000169714,6.2211533219547,6.47012746818954,6.24587227639401,5.74113604804983,6.75170925217862,6.85498402662037,5.70958487569952,4.7442865098504,5.28131153448104,NA,6.1760510473649,6.17186906851067
ENSG00000133313,7.48082586525906,7.69484357170628,7.60294267024806,8.71795455090372,7.79699974682677,7.90479541705395,7.56784498248477,7.94282391528332,8.08074650604216,8.4071620761507,7.69881925701677,8.18609903813901
ENSG00000143771,6.1271696135999,6.58145836449206,6.4065019365077,NA,6.35313868031712,NA,NA,6.4840429610407,NA,NA,7.42568582341196,NA
ENSG00000130176,8.35629362144816,8.95631062294835,7.79510486124033,6.66807084778803,7.04240727132074,7.92082412009518,9.85368424091487,6.7752466337887,7.74559330528479,7.76513791572823,9.3945853498058,NA
ENSG00000064666,6.60749791437878,7.33209330179293,6.38536761865021,6.65654122892779,7.30923070831787,7.22276612650012,7.08069712551956,7.1400410326697,7.02094107543348,7.65658059486661,6.89663381024794,6.33415858226629
ENSG00000117519,7.20897851727625,6.65244001903352,7.3590196487574,6.94212188241067,7.38313306411624,7.10777135649773,7.46139151945151,6.88038106588255,6.15496479044559,6.98643610655136,6.99273336593352,6.39040406915764
ENSG00000125107,5.45094157907235,5.40493241369991,5.91667709162037,5.45225320816495,5.26872596965973,5.22963825819527,4.62456162820523,5.94499658294799,5.88947070970531,5.82700099543949,5.39475237008741,4.99298233679187
ENSG00000182973,NA,5.07412875662117,5.32424518500691,NA,5.38522736440813,NA,5.13953209019689,NA,4.95528958954909,5.60391981983444,NA,NA
ENSG00000158435,NA,4.97162250024979,NA,NA,NA,NA,NA,NA,5.1867859555889,5.21015665809868,5.29527779358117,NA
ENSG00000198791,5.78286660706419,5.49694695321545,5.65483513224174,NA,6.08384449343083,NA,NA,5.96947400762554,5.41927864533138,5.43507022407067,5.47865312650771,5.76704768462181
ENSG00000257727,7.18101420835221,6.86831133966548,7.22055346624237,7.15503639609541,7.48123561862727,6.78147827038133,6.64465502455457,6.95756897447365,7.43405625293304,6.1093351447367,7.13696695139515,7.59775665566205
ENSG00000137161,6.38331258557642,5.82733793312395,6.59466156958846,5.79887259123988,6.90763101839519,6.54189888601876,6.00059002791358,6.04735224449391,6.1876510610369,NA,5.92626566568619,6.05996512264976
ENSG00000166997,6.71207699812007,5.51900033755619,6.86534254843156,NA,7.09816113585451,NA,6.65266595359554,5.87663411689951,6.04491996726513,6.06985921927404,5.9155261461106,NA
ENSG00000119865,6.32147415103056,6.55584796085473,6.53580236673622,6.15167116971645,7.59561713028591,7.04521891633999,7.18748981506281,6.12611338114804,6.16850195142117,6.72069740187284,6.92679328057038,NA
ENSG00000018236,4.36462602895504,5.38031256323665,5.7934521383261,4.96420238202209,6.40979386006867,4.75046538219412,7.17332928078351,NA,NA,4.27040136003011,5.7422385569295,NA
ENSG00000119397,5.619573294786,NA,NA,NA,5.81169777157206,NA,NA,6.13224590169449,NA,NA,NA,NA
ENSG00000183978,6.7934131807036,6.62209039443981,6.46152303111744,7.38398360861941,5.96588263323228,NA,6.93392037404984,6.44283270633029,NA,6.0862534240099,7.04636162488198,6.89278058816964
ENSG00000181924,5.59767325130686,NA,NA,NA,5.54191643557612,NA,6.03772227167934,NA,NA,NA,NA,6.29045603585603
ENSG00000168275,6.53434345680603,6.50345011163978,5.86906575274902,7.11796908353464,6.65389105480397,NA,6.43236782187349,6.28084375105573,NA,6.41257007975854,6.70395011763398,7.0373516991038
ENSG00000162377,6.14317099320018,5.82369950303877,NA,NA,NA,NA,NA,5.30496931334617,4.94167752988174,NA,5.74377382958871,NA
ENSG00000068120,7.32068622098333,6.80791794202941,6.88465318362587,7.06811278403421,6.4331541565019,6.73511412771494,6.42423129912604,6.52557756216425,6.89527024027849,NA,6.82156044997417,7.16502302045715
ENSG00000082438,6.07536444637329,5.54737490587461,NA,NA,NA,5.23291848994893,NA,NA,5.32494394709295,NA,NA,5.71925600572157
ENSG00000135775,6.05488105486277,5.74616530479251,6.22238534956212,NA,4.90575272041591,5.2963453917372,NA,6.18280599271934,6.51901317906852,5.33645091017933,5.72253593436483,5.11053000025965
ENSG00000136152,5.93638806038225,5.64130596615484,6.17885842573907,NA,5.13475254951549,NA,NA,4.9789719826311,6.33364226427459,NA,4.82961033756214,5.44459515851125
ENSG00000103051,5.99710666811237,5.7002448718295,6.2297999786069,NA,5.22546471367395,NA,NA,5.80513480810523,6.17088765580758,NA,5.76083448386482,5.38855002780328
