,adrenal.gland,esophagus,testis,kidney,ovary,pancreas,prostate,liver,colon,heart,lung
ENSG00000114942,7.22292446659308,7.67979721331725,7.50610667557589,7.52785749483173,7.58030597757552,7.95910705201666,7.48013839065745,7.32902898030854,7.41647424168271,7.25134670653154,7.64272220640078
ENSG00000104529,9.09217055119653,9.97692339583086,9.34847602280712,9.28419542427464,7.96396265079419,8.93985471735225,8.55862164161593,8.39379518152383,8.15260678696909,7.59117538010754,7.37790438339124
ENSG00000254772,7.74314116357316,8.16280568196091,7.73477842673227,7.83221100466366,8.05986863164846,7.93203530926088,7.65737628487538,8.04935389857796,7.74528859551425,7.67781169556698,7.77012034290284
ENSG00000167658,7.91981524379144,8.0982983411651,7.99772790640958,6.74150032706427,8.17783887438993,8.46250511836223,8.08814521693329,8.36685312083615,8.11782892054493,7.78960769120646,7.87991187042585
ENSG00000132394,6.12687786883527,NA,6.16015921762455,NA,6.33897778521807,6.28960385393648,6.39708966700225,6.44103698758508,6.36132200211721,6.62319039718078,NA
ENSG00000115380,6.36423195784455,6.97061584441562,7.11944536730409,5.53510741209405,6.5220304195956,7.29557508246661,7.50121960012523,NA,7.25481934189615,6.10626640785835,7.65526889934637
ENSG00000172638,NA,NA,7.10781367047892,NA,4.95306644035594,NA,6.51010695423547,NA,6.38339499694198,NA,6.70534368208972
ENSG00000115468,NA,NA,NA,NA,5.15534365913282,NA,6.35924820251129,5.7902531658468,NA,6.19749097225916,NA
ENSG00000142634,6.79333630267215,7.06004699788526,6.45145662243007,5.33579270816844,7.19175435403561,6.92048278882162,7.1765267444003,6.49621806749222,7.32574618297827,7.0255635729082,6.87009431352212
ENSG00000090776,5.23671356336564,NA,5.89421859149767,NA,5.02481827573994,NA,NA,NA,6.13691927424865,NA,NA
ENSG00000125266,NA,NA,NA,NA,NA,NA,NA,NA,5.86419203335247,NA,NA
ENSG00000132294,5.40764579706256,NA,5.28734999683767,NA,5.62794056254454,NA,5.79011396520536,NA,5.33410592678455,NA,6.05412860209878
ENSG00000140598,5.83137059252194,NA,NA,NA,6.00906667219267,NA,NA,NA,5.49825353260603,NA,NA
ENSG00000108883,6.59055205992215,5.1412203137051,7.16560646099227,NA,7.22316764380829,6.65855126565975,6.38142229864888,6.37101149234284,6.79640706232688,5.63673766469284,6.85951339488223
ENSG00000146648,5.28996779168673,5.64033516775208,5.74155410364796,NA,5.91031991443501,NA,5.6557398522243,6.33759640145342,5.78812463935085,NA,5.75411212960635
ENSG00000135766,NA,NA,5.33964069837452,NA,5.65445991327917,NA,NA,NA,5.67030294014762,5.98883313499024,NA
ENSG00000115504,NA,NA,NA,NA,5.20816475110676,NA,NA,NA,4.79928352827001,NA,NA
ENSG00000173442,NA,NA,NA,NA,NA,NA,NA,NA,6.10838286765103,NA,5.56038956471892
ENSG00000110047,6.48435679226561,7.02405330973413,6.80014373269431,6.82200109325511,6.46464771344333,6.57456507704692,7.58734418822793,6.53080528644678,7.72225816990327,7.20215182299176,7.74091742864755
ENSG00000024422,7.15554857715353,8.22475637421572,8.06483648230533,6.87831527410682,7.34972472744409,7.95731598325249,8.65077520366583,6.78271983346729,8.48313742058135,8.28791765413569,8.49077036111713
ENSG00000013016,7.13890239993359,NA,NA,5.52710255337469,NA,NA,6.4256454213462,7.23786687606966,5.56006047800582,6.78016245344593,6.41059858161807
ENSG00000103966,6.5755111353529,6.51203471771512,5.76718603438138,6.95804849264173,5.53864350265387,7.27737807343181,6.84498369114542,6.68745243440142,7.14771190238486,7.82621277339029,7.50930435462287
ENSG00000113790,5.78725496848175,5.65336387051159,NA,7.73418395067977,5.8893693561613,NA,5.68178146550803,8.64447235743623,6.51355847967415,5.78054271306387,6.25397511551438
ENSG00000149547,NA,NA,NA,5.59913427528448,NA,NA,NA,6.66986416771568,NA,NA,6.08384493475567
ENSG00000173812,NA,NA,NA,NA,NA,NA,7.64813543723889,NA,NA,NA,NA
ENSG00000175376,NA,NA,6.06863560250389,NA,6.05773245254335,NA,NA,NA,NA,NA,NA
ENSG00000173674,6.91738996239805,NA,NA,6.81154536454181,7.18367013208568,NA,NA,NA,NA,6.05381250129069,NA
ENSG00000198692,5.66957719323164,NA,NA,NA,5.77561412796094,NA,NA,NA,NA,6.93735991434472,NA
ENSG00000144895,6.07129273383457,NA,NA,5.42701323213348,5.64647906668219,6.13071437439518,NA,NA,6.35456457376147,6.04345921940696,NA
ENSG00000055332,6.4726687041948,NA,6.15497993064139,5.29639229084019,5.89493683312031,6.8331944559995,5.85487490687547,NA,6.56892481657707,NA,6.43994947867856
ENSG00000128829,NA,NA,NA,NA,4.62092231395968,NA,NA,NA,NA,NA,NA
ENSG00000111361,6.29481880948269,6.68707225396215,6.47579367588245,6.57384121216268,NA,6.4966895549828,6.80389979748377,5.54628491734008,6.26292552622536,NA,6.34164270357751
ENSG00000119718,6.36157675079015,NA,6.08057416078072,5.48012923924546,5.82831460529036,NA,NA,NA,5.54115272056111,NA,NA
ENSG00000070785,5.51203032808741,NA,5.83037746027352,5.84440347389237,5.99754509385079,6.18562974632066,5.83386977802096,5.76583244207042,6.42718393936902,NA,6.0523423407567
ENSG00000115211,5.46023612931031,NA,NA,NA,NA,5.84668841803355,NA,NA,6.07261347426583,NA,NA
ENSG00000145191,5.90085304802138,NA,5.84844198748539,NA,6.49549410949106,6.72973636890609,5.9065641398668,NA,5.79599313601536,NA,NA
ENSG00000134001,7.41366850628247,6.68168180215049,7.12070903062732,7.33781059115871,7.17753881403418,7.32155856245509,7.31534046545217,7.04784489050434,7.05199115398836,6.75126040840557,7.24369350688575
ENSG00000125977,6.87699679260645,5.72800180072904,6.8009212324571,6.5417609014142,6.67501545937393,6.83148002466619,6.07743962317054,6.51509722982755,6.69283153878934,6.7796676176621,6.46381067062751
ENSG00000107581,7.06524350118646,6.37590551203956,7.38719203372389,4.63740470783769,7.2917327804664,7.33247917870098,6.72915055211646,7.50290858955251,6.66185707524113,5.63770519009727,6.60714605213958
ENSG00000106263,7.03221570329798,6.07378777245673,7.25425609081042,NA,7.18678759543397,7.31102156090641,7.0845085529952,6.75078452847965,7.14969369582185,5.73763080192482,6.90381744499089
ENSG00000100353,6.76579517448418,5.91298547807817,6.80095169429915,6.12017001133127,6.03366899157482,7.46654452968466,6.76028804333859,6.99949363151322,6.99445673465874,6.64057916174207,6.66140888590234
ENSG00000104408,7.01636467945629,6.84230764348897,7.18936648871033,6.98746549686257,6.99707105471583,7.00627590233388,6.58125211775555,6.77469812941658,6.97339884566806,6.19408690072864,6.81706551402361
ENSG00000175390,7.04477487425644,7.03363541533567,7.35532921417672,7.12874094894172,7.17469943435063,7.37278004192826,6.80117996713382,6.6895763964076,7.10472183279066,7.12990339390012,7.32435664840432
ENSG00000130811,6.8068648047309,NA,7.12467329493086,6.56453011778966,5.75668550582525,6.79750272628109,6.59178554487113,5.40448338229536,6.03554988531062,6.37420754451105,6.60898433840553
ENSG00000084623,7.08069862287113,6.94008992907387,7.06880824988518,6.87646017126636,7.21956255443954,7.12936824041948,6.96172243300876,6.05557381216624,7.1209229337397,6.51258157427109,7.13953382081553
ENSG00000104131,6.33829709023269,NA,6.32156281734434,6.61456436747932,6.79243228320464,7.145439090551,6.51145059584939,NA,7.01836478057558,NA,6.1704114916288
ENSG00000178982,7.99635964247877,8.66554067084064,8.37723183585198,8.23730873663914,8.09261841181089,8.2586069575205,8.07758132565107,7.73517771544904,7.50217811864513,7.12069272018135,7.47962571969059
ENSG00000100129,7.0076197745174,7.52803352889176,6.06811724817711,6.41728083928061,6.30241322501371,7.22495876987653,6.76931292106317,7.27298275147332,7.19549591888866,6.91970840139955,7.01442608706576
ENSG00000149100,7.04000863601354,6.91947072095253,6.71356961634269,6.82351639201415,6.83033184853901,6.82982007592312,6.47110009884071,6.51374511609773,6.7865481389132,6.33393622666375,6.56885478705758
ENSG00000161960,8.01690804397207,8.17652926531186,8.06764772722573,7.77227758072723,8.04669983300562,7.96985960966538,7.0755458254159,7.8757779461068,6.85173948454067,NA,7.71401167546219
ENSG00000156976,7.40205493601668,7.37318102689233,7.9408451279293,7.46855226758185,7.55641818167902,7.03267446005862,7.70536501804907,6.92590305914463,7.84133731639524,NA,6.64795917980909
ENSG00000141543,7.09240480689901,5.71980710309662,7.5643350447785,6.95838235408429,7.50646887251184,7.11588980760292,6.7285933684609,6.70452534193415,6.73708395454467,6.51209523037413,7.15298686348557
ENSG00000063046,6.25606798268828,NA,6.50628681846761,5.69783292641865,6.40746781262412,7.02116568888879,6.07276460129754,6.47697233762605,6.3569860636715,5.82018344055661,5.43832208030047
ENSG00000151247,6.67429150182566,6.45843642065215,6.60119907574314,6.25417574492218,7.08116983116933,7.02244837103775,6.86040525623812,6.34190899775832,6.9895880628646,6.26360330226547,6.80671840704479
ENSG00000135930,6.32784915490521,NA,6.07366349256093,6.09993872090374,6.53238129441417,NA,6.11649399433874,NA,NA,5.57445089844482,6.28932336231618
ENSG00000163412,NA,NA,NA,NA,NA,NA,5.41834977403503,NA,NA,5.68372296280841,NA
ENSG00000187840,NA,NA,6.04723039764681,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000148730,NA,NA,6.29584862303759,6.51114895710511,6.07495850922521,6.35879193396316,6.16151311335202,NA,NA,6.02724671968297,NA
ENSG00000114867,6.95991863962976,6.1242228510854,6.40475207305637,5.64051800767094,6.91712771678844,6.63748011352042,5.20550863568492,7.17025086964668,6.84308085330105,NA,5.86912963370264
ENSG00000110321,5.91990925823166,NA,6.03540027587781,NA,6.81253630886743,5.8223865498559,5.41890352495472,NA,6.61036396607962,5.63572023364859,6.00948494524986
ENSG00000075151,NA,NA,NA,NA,6.06690690719749,NA,NA,NA,5.1027924717323,NA,NA
ENSG00000106682,6.63781982794497,NA,7.36161519285548,6.89011477385695,6.97638629738687,7.27678424115217,7.23366234506195,6.34739673204344,6.98486692939346,7.16789452841995,6.47412418207525
ENSG00000100664,6.34937467420405,NA,6.41838555390683,6.32192111250247,6.59481828100829,6.51047371610173,6.15322647068663,6.64710052621576,6.38143169616056,6.62634606739417,6.08394736571977
ENSG00000158417,6.23977481516652,5.15826116740519,6.21009858583886,NA,6.79450890983036,6.22333470927591,5.40331644793542,6.0473647417745,6.46460437148405,NA,5.19457012271604
ENSG00000242372,7.20398424442013,7.91971481674447,7.41702360882911,7.54489641313072,7.4229715606928,6.75025176202161,7.44578550943092,7.3248015304614,6.29063099377652,6.29101451396696,7.36235246791128
ENSG00000006744,6.20596182305963,NA,5.91121837667934,NA,5.35916907514632,NA,NA,NA,5.5217261868245,NA,NA
ENSG00000197561,6.06231869565878,NA,NA,6.74764739406677,NA,6.74366274915895,7.79980084794945,7.73330949461235,6.74244142476524,6.60505348425068,8.17337040378785
ENSG00000066044,7.24701529053183,NA,7.4165809780975,7.02954868169788,7.32427288054856,6.93752760381038,6.97806945258982,6.72514424600329,7.22581326105826,6.45164309700244,7.32047532980292
ENSG00000155849,5.39361029635529,NA,5.38493533641147,NA,5.13377782096298,5.31719204723521,6.14070235565112,5.86669753488896,NA,NA,6.41671647700511
ENSG00000062598,5.72260924600993,NA,5.95597395767717,NA,6.32427288054856,NA,6.08487359281228,5.68574354462698,NA,NA,5.58023144201416
ENSG00000102890,NA,NA,NA,NA,NA,5.38501728425761,NA,NA,4.95145834276023,NA,NA
ENSG00000179387,7.06201759885711,NA,5.58844459118784,6.57926137308448,NA,6.34243338616721,6.11061910201432,NA,5.77449060614792,6.17851312812686,6.85925574253953
ENSG00000066322,6.67038502772101,NA,NA,NA,NA,NA,NA,6.57246690791885,6.03982839808342,NA,7.13078403358938
ENSG00000012660,6.46710471302106,NA,NA,NA,5.7710571616436,NA,NA,7.09113116224055,NA,NA,NA
ENSG00000134759,5.83905045598111,NA,5.63515503741739,NA,6.45603957168355,NA,NA,NA,NA,NA,NA
ENSG00000134014,5.87769377907898,NA,5.26491978196403,NA,5.52794530843977,NA,NA,NA,NA,NA,NA
ENSG00000163832,5.41463914673701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000127463,6.4323277922616,5.52653671556089,5.65200298911456,NA,6.18337407506752,6.25174351294197,6.23366705487788,5.87417030624318,5.93723249662901,6.12048425882603,6.37419300062451
ENSG00000161671,5.84561888095044,NA,5.20809917222668,5.16050206699221,NA,NA,NA,NA,NA,NA,NA
ENSG00000104412,6.44558863688417,NA,6.27104080525337,6.7865814500267,NA,6.7048083891052,6.39211509973809,6.20193749325552,NA,NA,6.8658209080706
ENSG00000125037,6.50162060507921,NA,6.11012172009079,6.52736402780057,5.85995410551443,NA,6.06089058032076,NA,NA,NA,6.60111730795619
ENSG00000128463,NA,NA,6.25797277884198,6.59353423461217,6.64807830499874,NA,6.34139155856838,6.17353279839019,6.30911709426536,6.37792142331287,6.72029748918658
ENSG00000127774,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.17369769091847,NA
ENSG00000134153,6.1502650869787,NA,6.17151860930484,6.41705624292227,5.83689204119212,6.1160936113628,6.38185778237273,NA,6.28953011997563,NA,6.21526579889189
ENSG00000131148,NA,NA,5.6925637334056,NA,5.33648694563859,NA,NA,NA,6.26505729029325,5.88640601732129,5.99746666394143
ENSG00000102119,7.12567641038233,7.47528132604325,7.67362538963048,7.30554916149395,5.78665927660302,7.10942283669546,7.4181650333806,6.31635046014894,7.17816618561132,7.13767194932112,7.75719292198849
ENSG00000138080,7.47102753273055,7.29850022840326,8.17706317126693,6.91417830710687,7.51406256761957,7.83478100871745,7.99575817336027,7.13806200912838,7.95955923336913,6.4181651921659,8.06532311122078
ENSG00000132205,4.48180080953861,NA,4.89018205862109,NA,4.8334207608071,NA,4.68768261362993,NA,6.3507238396945,4.76447525597688,5.85805133969827
ENSG00000066629,5.70392730422039,NA,NA,NA,NA,NA,6.15958472073845,NA,7.02447154629554,5.73758884313227,NA
ENSG00000125746,7.0111473607758,7.02944554156427,NA,6.32263369308702,5.59388217727962,6.74752024168709,7.24526640287729,NA,6.4312733272251,6.96533896739171,6.35179985349147
ENSG00000149499,5.22857999420492,NA,5.99725326229107,NA,5.37001201895804,NA,NA,NA,5.77647076411566,NA,5.68906274938331
ENSG00000143924,6.2348208798074,NA,5.57427867708103,NA,6.21569170696362,6.96335640978866,NA,7.27293988570989,6.74991792224998,NA,5.6597800251766
ENSG00000142227,NA,NA,6.03680056948407,NA,NA,NA,6.67057774148033,NA,7.23813843630162,NA,6.9023029368352
ENSG00000154380,6.15140049803562,NA,6.72618002868321,NA,6.93229432429114,6.42882759681905,6.83712125874519,NA,6.83542833213848,5.0002347891241,6.45466615531545
ENSG00000149218,6.28896426089614,6.49987966010928,6.48332738171836,6.26717981838324,6.0635135521019,5.92879967958927,6.57123690095914,NA,6.83653378279957,NA,6.66736305710867
ENSG00000167136,5.17198958270212,6.24297868514577,NA,NA,NA,NA,NA,NA,NA,5.14938741497597,5.07221702961459
ENSG00000111405,NA,6.2837226042206,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000106991,6.08429022853693,NA,7.19170164463439,NA,7.33862282444482,6.87861742438242,6.41776449216781,5.25492404725804,5.88870328837465,5.76847980768709,6.77679327223301
ENSG00000167280,NA,NA,5.62820581761656,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000074800,8.42670640604631,9.26729651344083,8.76966467540094,8.9703487843521,8.53782122274027,8.36480925497216,8.78516843415356,8.60463366738293,8.56326561788103,8.6878690149534,8.37091270577648
ENSG00000111674,NA,7.31488034018936,6.88266394862873,6.46093004542876,6.45452394495128,NA,7.34010334143955,6.80144064453988,7.27023970076364,7.36536026350667,NA
ENSG00000108515,NA,8.90248798732675,NA,NA,5.41376077393155,NA,5.39345375236042,7.44267373518645,5.92344468287661,8.71187576706987,NA
ENSG00000145293,6.8273821982925,6.6096285967072,6.54601717223541,6.72099697036082,6.37086457465336,6.28017998303381,6.6158042488852,5.7022607760991,6.27706588595668,5.95605077115123,6.25010650337445
ENSG00000132199,NA,NA,NA,6.78789062488457,NA,NA,NA,NA,5.84825194477504,NA,NA
ENSG00000138792,5.73359846096134,NA,NA,6.01046569953048,NA,NA,NA,6.38901151599218,NA,NA,6.56120089135537
ENSG00000197594,6.19653541442226,NA,6.76344964706876,NA,6.24223775482186,NA,6.28600117247839,7.05637448544284,4.72462171560326,NA,NA
ENSG00000136960,NA,NA,NA,NA,4.84402056638386,NA,4.64562547805797,NA,NA,NA,NA
ENSG00000164303,NA,NA,7.30468102177753,6.18594858469146,6.81151157139787,NA,NA,NA,NA,NA,NA
ENSG00000143420,NA,NA,5.90104534492748,NA,NA,NA,NA,NA,5.38365610106931,NA,NA
ENSG00000138185,6.14656211315756,6.60431076267882,6.79899781614203,5.95614814082495,NA,6.57295505713386,7.26047363604699,NA,7.08447544446483,NA,7.30476301727287
ENSG00000054179,NA,NA,NA,NA,6.20987967713528,NA,NA,NA,NA,NA,NA
ENSG00000187097,NA,NA,NA,6.97795843666685,NA,NA,6.29611157710683,6.80004194934731,6.81512039680634,NA,NA
ENSG00000120533,NA,NA,NA,NA,NA,NA,6.14768751452168,NA,6.46262847637495,NA,6.3633426318727
ENSG00000163378,4.97119232253689,NA,NA,NA,NA,NA,6.10916610804534,NA,6.03116415735541,NA,6.07537535823813
ENSG00000159023,5.99073832850754,NA,5.58206276125818,5.7438002461858,5.29986471154854,5.70451646566751,5.69441854353784,NA,6.00506437142906,5.35148681332683,6.5307284783616
ENSG00000088367,7.03550218126778,NA,4.82286926520596,5.95815621792614,NA,6.22748864779888,5.32234692796503,NA,5.92312069776913,NA,5.48788591046997
ENSG00000079819,7.39891174037785,6.18752362620161,7.9773278204464,NA,7.23502768963115,6.72263566512987,6.66342355441178,NA,6.86375154172068,5.62715305979841,6.95201805623589
ENSG00000082397,7.25461090871575,NA,6.31610428209779,6.73266594245651,7.09274353266508,6.08088527680796,6.32112411484593,NA,6.83362243211911,NA,6.34947208270178
ENSG00000166947,6.07327833563583,NA,NA,5.97500516498341,5.07393092739313,NA,5.81906373874807,NA,5.9829075303915,6.8807394665249,6.19580879902007
ENSG00000119888,NA,NA,NA,7.10015625660585,5.56873739986468,6.95045501062291,NA,NA,6.73768507026945,NA,6.51352413701469
ENSG00000133216,NA,NA,5.82002170813883,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000182580,NA,NA,NA,NA,NA,NA,NA,NA,5.31539349100002,NA,NA
ENSG00000196411,5.47469692811683,NA,5.98621065842581,NA,NA,NA,NA,NA,4.561241334616,NA,NA
ENSG00000143819,9.03152964580342,8.20285579600282,8.33239925353048,8.06324379744129,8.4562201890627,8.12080864518096,7.99980380762749,8.94831764102785,7.65076715440656,7.0775440980504,7.9374658410662
ENSG00000120915,6.92333729382392,6.06570549937592,6.24156047943403,6.91195568576787,5.82726884028974,6.85287481554784,7.22883630124507,8.11680935173779,6.83478218409408,5.72093399329323,5.74568593627891
ENSG00000112425,5.30397320254031,NA,NA,5.73680983329571,NA,NA,5.74340652577829,NA,NA,6.35902604682406,NA
ENSG00000178567,6.34886927371153,NA,6.24389005717553,6.092587584064,5.34027683154378,6.3809763951781,6.53967957641642,NA,5.61613320838622,6.36197557923601,5.76323612820315
ENSG00000063245,5.85330266557832,NA,6.39983982569253,NA,6.6427783149674,NA,5.51251756754571,6.57408418067562,NA,5.64109299566928,NA
ENSG00000049283,NA,NA,NA,NA,NA,NA,6.4349294108908,NA,NA,NA,NA
ENSG00000136628,7.1388708573195,6.18640461891157,6.91248077578513,5.11869144045838,7.14333736660372,7.17342284613558,6.65320188803084,7.04124458011915,6.92057315405635,5.92546363430692,6.64994600340899
ENSG00000085832,6.00320194652169,NA,5.75695903018966,NA,5.91751930844789,NA,5.58894748263456,5.69469252566509,6.20414502799717,NA,6.10407276679155
ENSG00000151491,NA,NA,6.45172899276317,NA,5.72875169960751,NA,5.78914508353547,NA,5.4011780864925,NA,5.68998343688593
ENSG00000131037,NA,NA,NA,NA,NA,NA,NA,NA,4.81346446400341,NA,NA
ENSG00000177106,4.88787037751193,5.97898602062262,NA,NA,NA,6.31761929221006,5.53202309425772,6.322551196139,5.51464097860939,NA,6.28220447837242
ENSG00000138018,NA,NA,NA,NA,5.82032633246742,NA,NA,7.06217046187859,NA,NA,NA
ENSG00000121053,NA,NA,NA,NA,NA,NA,6.6804198552489,NA,7.41987349420544,NA,NA
ENSG00000164307,6.74731856829357,5.86469802752937,6.92117010433285,NA,6.14671559674928,6.53132984682921,6.74461360707433,6.40713518500112,7.06009410511378,5.66352342208492,6.90792651394044
ENSG00000164308,NA,5.67745252500497,6.31532218870431,NA,NA,NA,6.64757286778769,NA,5.75678173858872,NA,6.16330354212857
ENSG00000112851,NA,NA,NA,NA,NA,NA,NA,NA,4.87312080090845,NA,NA
ENSG00000082805,5.42045085910607,NA,5.826000290996,NA,5.66215627525059,NA,4.72284445512628,6.20475530999819,6.24155523341165,NA,5.50542169784754
ENSG00000104884,NA,NA,5.18158790965025,NA,5.98708124313171,NA,NA,NA,NA,NA,NA
ENSG00000163161,4.68901567802065,NA,5.10902917360588,NA,5.58395453888495,NA,NA,NA,4.43267457972671,NA,NA
ENSG00000113719,7.77808610132506,7.26533235583032,7.22531828437324,7.54192945037437,6.01150573858162,7.16759062140475,7.71026520795609,7.50566826092844,7.1806727016988,6.3681591846896,7.76414609417263
ENSG00000125991,6.04107671971548,NA,6.01464617166042,5.61839661120629,6.40026144761615,NA,NA,NA,5.64094830152215,NA,NA
ENSG00000100632,7.02567444941034,NA,7.44111743038851,7.50203957399726,7.36254290824826,7.72582811844495,7.49700224717642,7.52206115458059,7.52284538089351,6.97784860999645,7.71565894453164
ENSG00000068912,6.15140049803562,NA,5.23849598648081,4.89610772619019,6.31179978565461,NA,NA,NA,NA,5.4465554657128,6.29583255635272
ENSG00000107566,6.45175574225018,NA,6.87286338693802,6.10973551241522,NA,5.91376028416794,5.9649172735399,6.71056620778313,7.04631859117823,NA,7.10644966333412
ENSG00000147475,7.27235224090679,6.34059771614309,7.70609293167338,7.24276596845989,NA,7.1833475433906,7.33274287189265,7.42524775164602,6.84581821174234,NA,6.70165460081314
ENSG00000099219,6.85206501981486,5.90563111833589,NA,5.46857887142773,4.85711165510083,NA,6.05323054274579,NA,6.23370027155889,NA,4.70381037135315
ENSG00000197930,6.54709751490389,8.05886775218999,5.5053251917655,5.62870668762571,6.6806929465264,6.82124528796028,6.68804671862446,7.35311310387556,6.72247357001444,6.00094470143061,7.14785671433964
ENSG00000086619,NA,NA,NA,NA,6.09388359830634,6.85797460984201,NA,NA,NA,NA,NA
ENSG00000089248,7.49806231458198,6.47813199304327,7.18819418534947,7.50836636576726,8.02471464660047,7.24708008207209,7.33877431954651,7.62445982807785,7.39405005755603,6.74230471865869,7.31291698056734
ENSG00000023318,7.54984894430493,5.9720079203314,7.24941865231784,7.12639289306547,7.63131712167697,7.1756392449119,6.99197040020236,7.20934525419621,7.36239240331596,6.8305026408762,7.12340024099827
ENSG00000149564,NA,NA,NA,NA,NA,NA,NA,NA,5.77964972381192,NA,6.99418907253796
ENSG00000139684,7.554513387751,8.27604320007011,7.86314021351404,8.05605605181392,6.91121550619445,7.41710096688696,8.29672300122852,7.78342173617724,7.68188410265696,7.90283173518756,7.52207613431162
ENSG00000104413,NA,NA,NA,NA,NA,NA,NA,NA,5.9133564065694,NA,NA
ENSG00000139641,7.47170233597956,7.13859256374819,7.37791437936279,4.81527323706105,7.14265483837164,6.57048107055768,7.18145707558661,7.47592596291897,7.36900304547433,6.63604903973429,7.48851678943829
ENSG00000117868,6.53604051543855,6.03423798637767,6.65788632621675,5.38642121133091,6.01557178601638,6.10452605656245,6.73839707014219,NA,6.9952618358886,6.0569413648878,6.92479809643673
ENSG00000120705,7.20943458219091,7.076275209622,6.78535312169481,6.645246147327,7.06815537280292,6.59445825968599,6.86780608285821,5.99520819489652,6.6494952618125,6.77116798126199,6.85517742488497
ENSG00000140374,8.03294093778085,8.09091784402527,7.18270860486691,8.44472443374448,NA,7.58915859596272,7.53074170866947,8.39417624804738,7.79026895315366,8.55633733817575,7.75952303709482
ENSG00000105379,8.2290415731734,8.00420009607611,7.23738790002877,8.3344769441599,7.58677126778586,7.67572392106266,7.46940651484169,8.44605355077325,7.65263993565324,9.06329087090004,7.85110421659781
ENSG00000171503,7.47452220273871,NA,NA,7.37444497151101,5.85880327776778,6.77268635329032,7.12727713279321,8.10399136944454,6.63425731708736,8.42553548838619,NA
ENSG00000105755,6.86001441153411,7.50705282620915,6.3318478822462,7.28440874654112,5.87944902683271,6.17119507803854,7.18569608808258,6.93623230481255,7.51835119461077,6.35438642765764,7.54684966030995
ENSG00000196405,6.04890770148377,NA,NA,NA,NA,NA,NA,NA,6.16342270263903,NA,6.44846658904238
ENSG00000167880,NA,7.50135480703032,NA,NA,NA,NA,NA,NA,NA,NA,7.02644346303129
ENSG00000182944,6.43184604569872,NA,7.00742599398044,5.72388832361361,7.34716525865275,7.16460438108839,5.99436307787787,6.45190330054787,6.97162289029399,NA,6.82010807612785
ENSG00000090989,5.92374125499629,NA,5.7107106229172,NA,6.04405478933419,5.64133402060218,5.60920943678787,NA,6.08064825456143,NA,5.87620977343239
ENSG00000112685,6.24590730162768,5.5103108360225,5.89649797181495,NA,6.47555674830979,5.64658458754456,5.67698855011563,NA,6.03579999631554,NA,6.25619374940769
ENSG00000180104,6.63689892750691,NA,6.24625090982381,NA,6.47609615082083,6.49218002156849,6.21836703434172,5.98692264669314,5.88278045767889,NA,6.12673095081869
ENSG00000205436,NA,7.16369204060669,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000131558,6.30907630182233,NA,6.37704431803869,NA,6.25837495203565,6.1382703806293,6.32253888133032,5.35963386356059,6.46256318366162,NA,6.36671376668285
ENSG00000070367,6.32662256451566,NA,6.09530541749978,5.58201032541752,6.52658451347771,6.38186125605066,6.23499318900662,5.95105483178012,5.9140034577086,6.45996838318296,5.74932510281396
ENSG00000138190,5.67318684783597,NA,NA,NA,5.81091352056058,5.72022019672717,NA,NA,5.05918039159192,NA,NA
ENSG00000144036,5.83006232109096,NA,5.72345773927297,NA,5.15555571368499,NA,5.88961361259683,NA,6.04835705763793,NA,5.88661815589851
ENSG00000182473,6.38785235276304,NA,6.19308068235895,NA,6.49253528002239,6.34936858852651,6.28462119751703,NA,6.32025346038332,NA,6.06902231447841
ENSG00000116903,6.18378215127706,NA,6.04437903121054,4.9165793063074,6.20350437707065,6.29733862626658,5.81616663100288,5.452215480613,5.8947234927967,NA,5.88746430211598
ENSG00000157036,6.18735148222346,NA,NA,NA,NA,NA,NA,NA,NA,5.99848943324401,NA
ENSG00000171311,NA,NA,5.45710721661218,NA,5.94632036254777,NA,NA,NA,NA,NA,NA
ENSG00000171824,NA,NA,5.44954523212482,NA,5.45793231808921,NA,NA,NA,5.49276576567933,NA,NA
ENSG00000130713,5.61666452476401,NA,5.81201903621702,NA,NA,NA,5.70276611532672,NA,6.27425425868135,NA,7.09798002651212
ENSG00000107371,NA,NA,6.37056918073346,NA,NA,NA,NA,NA,5.77376830434347,NA,NA
ENSG00000077348,NA,NA,5.80791675134801,NA,5.56072007706164,NA,5.43861752098209,NA,5.76055713542832,NA,5.84188120815563
ENSG00000223496,5.76155198856418,NA,6.50345595889876,5.70276736836121,6.36122461094321,5.82696589838636,5.68070597947466,NA,6.20224664275683,NA,5.91785400260432
ENSG00000075914,NA,5.36839139868065,5.60262011100328,NA,NA,NA,NA,NA,6.03808502944163,NA,NA
ENSG00000120699,5.36522583152862,NA,5.44968203933399,NA,NA,NA,NA,NA,5.86100351912313,NA,NA
ENSG00000123737,5.44456001960128,NA,5.4753426281604,NA,NA,NA,NA,5.47617660695044,5.17703351643401,NA,NA
